file_name,file_path,actor_id,sentence_id,emotion,emotion_id,emotion_level,duration_sec,sample_rate,num_samples
1004_MTI_ANG_XX.wav,AudioWAV\1004_MTI_ANG_XX.wav,1004,MTI,ANG,0,XX,3.303,16000,52853
1004_TAI_ANG_XX.wav,AudioWAV\1004_TAI_ANG_XX.wav,1004,TAI,ANG,0,XX,3.37,16000,53920
1004_TIE_ANG_XX.wav,AudioWAV\1004_TIE_ANG_XX.wav,1004,TIE,ANG,0,XX,2.836,16000,45379
1004_TSI_ANG_XX.wav,AudioWAV\1004_TSI_ANG_XX.wav,1004,TSI,ANG,0,XX,2.369,16000,37904
1004_WSI_ANG_XX.wav,AudioWAV\1004_WSI_ANG_XX.wav,1004,WSI,ANG,0,XX,3.003,16000,48048
1005_DFA_ANG_XX.wav,AudioWAV\1005_DFA_ANG_XX.wav,1005,DFA,ANG,0,XX,2.603,16000,41642
1005_IEO_ANG_HI.wav,AudioWAV\1005_IEO_ANG_HI.wav,1005,IEO,ANG,0,HI,2.502,16000,40040
1005_IEO_ANG_LO.wav,AudioWAV\1005_IEO_ANG_LO.wav,1005,IEO,ANG,0,LO,2.269,16000,36303
1005_IEO_ANG_MD.wav,AudioWAV\1005_IEO_ANG_MD.wav,1005,IEO,ANG,0,MD,2.736,16000,43777
1005_IOM_ANG_XX.wav,AudioWAV\1005_IOM_ANG_XX.wav,1005,IOM,ANG,0,XX,3.37,16000,53920
1005_ITH_ANG_XX.wav,AudioWAV\1005_ITH_ANG_XX.wav,1005,ITH,ANG,0,XX,3.303,16000,52853
1005_ITS_ANG_XX.wav,AudioWAV\1005_ITS_ANG_XX.wav,1005,ITS,ANG,0,XX,3.57,16000,57124
1005_IWL_ANG_XX.wav,AudioWAV\1005_IWL_ANG_XX.wav,1005,IWL,ANG,0,XX,3.37,16000,53920
1005_IWW_ANG_XX.wav,AudioWAV\1005_IWW_ANG_XX.wav,1005,IWW,ANG,0,XX,3.303,16000,52853
1005_MTI_ANG_XX.wav,AudioWAV\1005_MTI_ANG_XX.wav,1005,MTI,ANG,0,XX,3.704,16000,59259
1005_TAI_ANG_XX.wav,AudioWAV\1005_TAI_ANG_XX.wav,1005,TAI,ANG,0,XX,3.604,16000,57658
1005_TIE_ANG_XX.wav,AudioWAV\1005_TIE_ANG_XX.wav,1005,TIE,ANG,0,XX,2.936,16000,46980
1005_TSI_ANG_XX.wav,AudioWAV\1005_TSI_ANG_XX.wav,1005,TSI,ANG,0,XX,3.003,16000,48048
1005_WSI_ANG_XX.wav,AudioWAV\1005_WSI_ANG_XX.wav,1005,WSI,ANG,0,XX,3.403,16000,54454
1006_DFA_ANG_XX.wav,AudioWAV\1006_DFA_ANG_XX.wav,1006,DFA,ANG,0,XX,2.603,16000,41642
1006_IEO_ANG_HI.wav,AudioWAV\1006_IEO_ANG_HI.wav,1006,IEO,ANG,0,HI,2.569,16000,41108
1006_IEO_ANG_LO.wav,AudioWAV\1006_IEO_ANG_LO.wav,1006,IEO,ANG,0,LO,2.502,16000,40040
1006_IEO_ANG_MD.wav,AudioWAV\1006_IEO_ANG_MD.wav,1006,IEO,ANG,0,MD,1.802,16000,28829
1006_IOM_ANG_XX.wav,AudioWAV\1006_IOM_ANG_XX.wav,1006,IOM,ANG,0,XX,3.27,16000,52319
1006_ITH_ANG_XX.wav,AudioWAV\1006_ITH_ANG_XX.wav,1006,ITH,ANG,0,XX,3.203,16000,51251
1006_ITS_ANG_XX.wav,AudioWAV\1006_ITS_ANG_XX.wav,1006,ITS,ANG,0,XX,3.203,16000,51251
1006_IWL_ANG_XX.wav,AudioWAV\1006_IWL_ANG_XX.wav,1006,IWL,ANG,0,XX,2.236,16000,35769
1006_IWW_ANG_XX.wav,AudioWAV\1006_IWW_ANG_XX.wav,1006,IWW,ANG,0,XX,2.736,16000,43777
1006_MTI_ANG_XX.wav,AudioWAV\1006_MTI_ANG_XX.wav,1006,MTI,ANG,0,XX,3.77,16000,60327
1006_TAI_ANG_XX.wav,AudioWAV\1006_TAI_ANG_XX.wav,1006,TAI,ANG,0,XX,3.203,16000,51251
1006_TIE_ANG_XX.wav,AudioWAV\1006_TIE_ANG_XX.wav,1006,TIE,ANG,0,XX,4.171,16000,66733
1006_TSI_ANG_XX.wav,AudioWAV\1006_TSI_ANG_XX.wav,1006,TSI,ANG,0,XX,2.502,16000,40040
1006_WSI_ANG_XX.wav,AudioWAV\1006_WSI_ANG_XX.wav,1006,WSI,ANG,0,XX,2.736,16000,43777
1007_DFA_ANG_XX.wav,AudioWAV\1007_DFA_ANG_XX.wav,1007,DFA,ANG,0,XX,2.502,16000,40040
1007_IEO_ANG_HI.wav,AudioWAV\1007_IEO_ANG_HI.wav,1007,IEO,ANG,0,HI,2.436,16000,38972
1007_IEO_ANG_LO.wav,AudioWAV\1007_IEO_ANG_LO.wav,1007,IEO,ANG,0,LO,1.835,16000,29363
1007_IEO_ANG_MD.wav,AudioWAV\1007_IEO_ANG_MD.wav,1007,IEO,ANG,0,MD,2.703,16000,43243
1007_IOM_ANG_XX.wav,AudioWAV\1007_IOM_ANG_XX.wav,1007,IOM,ANG,0,XX,3.537,16000,56590
1007_ITH_ANG_XX.wav,AudioWAV\1007_ITH_ANG_XX.wav,1007,ITH,ANG,0,XX,3.437,16000,54988
1007_ITS_ANG_XX.wav,AudioWAV\1007_ITS_ANG_XX.wav,1007,ITS,ANG,0,XX,3.503,16000,56056
1007_IWL_ANG_XX.wav,AudioWAV\1007_IWL_ANG_XX.wav,1007,IWL,ANG,0,XX,3.437,16000,54988
1007_IWW_ANG_XX.wav,AudioWAV\1007_IWW_ANG_XX.wav,1007,IWW,ANG,0,XX,2.836,16000,45379
1007_MTI_ANG_XX.wav,AudioWAV\1007_MTI_ANG_XX.wav,1007,MTI,ANG,0,XX,4.371,16000,69937
1007_TAI_ANG_XX.wav,AudioWAV\1007_TAI_ANG_XX.wav,1007,TAI,ANG,0,XX,3.237,16000,51785
1007_TIE_ANG_XX.wav,AudioWAV\1007_TIE_ANG_XX.wav,1007,TIE,ANG,0,XX,4.605,16000,73674
1007_TSI_ANG_XX.wav,AudioWAV\1007_TSI_ANG_XX.wav,1007,TSI,ANG,0,XX,2.269,16000,36303
1007_WSI_ANG_XX.wav,AudioWAV\1007_WSI_ANG_XX.wav,1007,WSI,ANG,0,XX,3.203,16000,51251
1008_DFA_ANG_XX.wav,AudioWAV\1008_DFA_ANG_XX.wav,1008,DFA,ANG,0,XX,3.103,16000,49650
1008_IEO_ANG_HI.wav,AudioWAV\1008_IEO_ANG_HI.wav,1008,IEO,ANG,0,HI,2.87,16000,45913
1008_IEO_ANG_LO.wav,AudioWAV\1008_IEO_ANG_LO.wav,1008,IEO,ANG,0,LO,2.302,16000,36837
1008_IEO_ANG_MD.wav,AudioWAV\1008_IEO_ANG_MD.wav,1008,IEO,ANG,0,MD,2.569,16000,41108
1008_IOM_ANG_XX.wav,AudioWAV\1008_IOM_ANG_XX.wav,1008,IOM,ANG,0,XX,3.67,16000,58725
1008_ITH_ANG_XX.wav,AudioWAV\1008_ITH_ANG_XX.wav,1008,ITH,ANG,0,XX,4.238,16000,67801
1008_ITS_ANG_XX.wav,AudioWAV\1008_ITS_ANG_XX.wav,1008,ITS,ANG,0,XX,3.17,16000,50717
1008_IWL_ANG_XX.wav,AudioWAV\1008_IWL_ANG_XX.wav,1008,IWL,ANG,0,XX,3.871,16000,61929
1008_IWW_ANG_XX.wav,AudioWAV\1008_IWW_ANG_XX.wav,1008,IWW,ANG,0,XX,3.47,16000,55522
1008_MTI_ANG_XX.wav,AudioWAV\1008_MTI_ANG_XX.wav,1008,MTI,ANG,0,XX,3.537,16000,56590
1008_TAI_ANG_XX.wav,AudioWAV\1008_TAI_ANG_XX.wav,1008,TAI,ANG,0,XX,3.804,16000,60861
1008_TIE_ANG_XX.wav,AudioWAV\1008_TIE_ANG_XX.wav,1008,TIE,ANG,0,XX,4.972,16000,79546
1008_TSI_ANG_XX.wav,AudioWAV\1008_TSI_ANG_XX.wav,1008,TSI,ANG,0,XX,2.97,16000,47514
1009_DFA_ANG_XX.wav,AudioWAV\1009_DFA_ANG_XX.wav,1009,DFA,ANG,0,XX,2.035,16000,32566
1009_IEO_ANG_HI.wav,AudioWAV\1009_IEO_ANG_HI.wav,1009,IEO,ANG,0,HI,2.769,16000,44311
1009_IEO_ANG_LO.wav,AudioWAV\1009_IEO_ANG_LO.wav,1009,IEO,ANG,0,LO,2.436,16000,38972
1009_IEO_ANG_MD.wav,AudioWAV\1009_IEO_ANG_MD.wav,1009,IEO,ANG,0,MD,2.336,16000,37371
1009_IOM_ANG_XX.wav,AudioWAV\1009_IOM_ANG_XX.wav,1009,IOM,ANG,0,XX,2.836,16000,45379
1009_ITH_ANG_XX.wav,AudioWAV\1009_ITH_ANG_XX.wav,1009,ITH,ANG,0,XX,2.836,16000,45379
1009_ITS_ANG_XX.wav,AudioWAV\1009_ITS_ANG_XX.wav,1009,ITS,ANG,0,XX,3.67,16000,58725
1009_IWL_ANG_XX.wav,AudioWAV\1009_IWL_ANG_XX.wav,1009,IWL,ANG,0,XX,3.203,16000,51251
1009_IWW_ANG_XX.wav,AudioWAV\1009_IWW_ANG_XX.wav,1009,IWW,ANG,0,XX,3.17,16000,50717
1009_TAI_ANG_XX.wav,AudioWAV\1009_TAI_ANG_XX.wav,1009,TAI,ANG,0,XX,2.436,16000,38972
1009_TIE_ANG_XX.wav,AudioWAV\1009_TIE_ANG_XX.wav,1009,TIE,ANG,0,XX,2.936,16000,46980
1009_TSI_ANG_XX.wav,AudioWAV\1009_TSI_ANG_XX.wav,1009,TSI,ANG,0,XX,2.336,16000,37371
1009_WSI_ANG_XX.wav,AudioWAV\1009_WSI_ANG_XX.wav,1009,WSI,ANG,0,XX,3.303,16000,52853
1010_DFA_ANG_XX.wav,AudioWAV\1010_DFA_ANG_XX.wav,1010,DFA,ANG,0,XX,2.202,16000,35235
1010_IEO_ANG_HI.wav,AudioWAV\1010_IEO_ANG_HI.wav,1010,IEO,ANG,0,HI,2.169,16000,34701
1010_IEO_ANG_LO.wav,AudioWAV\1010_IEO_ANG_LO.wav,1010,IEO,ANG,0,LO,2.302,16000,36837
1010_IEO_ANG_MD.wav,AudioWAV\1010_IEO_ANG_MD.wav,1010,IEO,ANG,0,MD,2.469,16000,39506
1010_IOM_ANG_XX.wav,AudioWAV\1010_IOM_ANG_XX.wav,1010,IOM,ANG,0,XX,2.603,16000,41642
1010_ITH_ANG_XX.wav,AudioWAV\1010_ITH_ANG_XX.wav,1010,ITH,ANG,0,XX,3.303,16000,52853
1010_ITS_ANG_XX.wav,AudioWAV\1010_ITS_ANG_XX.wav,1010,ITS,ANG,0,XX,2.736,16000,43777
1010_IWL_ANG_XX.wav,AudioWAV\1010_IWL_ANG_XX.wav,1010,IWL,ANG,0,XX,3.003,16000,48048
1010_IWW_ANG_XX.wav,AudioWAV\1010_IWW_ANG_XX.wav,1010,IWW,ANG,0,XX,2.276,16000,36409
1010_MTI_ANG_XX.wav,AudioWAV\1010_MTI_ANG_XX.wav,1010,MTI,ANG,0,XX,2.97,16000,47514
1010_TAI_ANG_XX.wav,AudioWAV\1010_TAI_ANG_XX.wav,1010,TAI,ANG,0,XX,2.569,16000,41108
1010_TIE_ANG_XX.wav,AudioWAV\1010_TIE_ANG_XX.wav,1010,TIE,ANG,0,XX,3.47,16000,55522
1010_TSI_ANG_XX.wav,AudioWAV\1010_TSI_ANG_XX.wav,1010,TSI,ANG,0,XX,2.436,16000,38972
1010_WSI_ANG_XX.wav,AudioWAV\1010_WSI_ANG_XX.wav,1010,WSI,ANG,0,XX,3.17,16000,50717
1011_DFA_ANG_XX.wav,AudioWAV\1011_DFA_ANG_XX.wav,1011,DFA,ANG,0,XX,2.97,16000,47514
1011_IEO_ANG_HI.wav,AudioWAV\1011_IEO_ANG_HI.wav,1011,IEO,ANG,0,HI,3.437,16000,54988
1011_IEO_ANG_LO.wav,AudioWAV\1011_IEO_ANG_LO.wav,1011,IEO,ANG,0,LO,3.036,16000,48582
1011_IEO_ANG_MD.wav,AudioWAV\1011_IEO_ANG_MD.wav,1011,IEO,ANG,0,MD,2.502,16000,40040
1011_IOM_ANG_XX.wav,AudioWAV\1011_IOM_ANG_XX.wav,1011,IOM,ANG,0,XX,2.636,16000,42175
1011_ITH_ANG_XX.wav,AudioWAV\1011_ITH_ANG_XX.wav,1011,ITH,ANG,0,XX,3.003,16000,48048
1011_ITS_ANG_XX.wav,AudioWAV\1011_ITS_ANG_XX.wav,1011,ITS,ANG,0,XX,2.703,16000,43243
1011_IWL_ANG_XX.wav,AudioWAV\1011_IWL_ANG_XX.wav,1011,IWL,ANG,0,XX,2.636,16000,42175
1011_IWW_ANG_XX.wav,AudioWAV\1011_IWW_ANG_XX.wav,1011,IWW,ANG,0,XX,2.636,16000,42175
1011_MTI_ANG_XX.wav,AudioWAV\1011_MTI_ANG_XX.wav,1011,MTI,ANG,0,XX,2.903,16000,46446
1011_TAI_ANG_XX.wav,AudioWAV\1011_TAI_ANG_XX.wav,1011,TAI,ANG,0,XX,2.603,16000,41642
1011_TIE_ANG_XX.wav,AudioWAV\1011_TIE_ANG_XX.wav,1011,TIE,ANG,0,XX,3.47,16000,55522
1011_TSI_ANG_XX.wav,AudioWAV\1011_TSI_ANG_XX.wav,1011,TSI,ANG,0,XX,2.836,16000,45379
1011_WSI_ANG_XX.wav,AudioWAV\1011_WSI_ANG_XX.wav,1011,WSI,ANG,0,XX,3.47,16000,55522
1012_DFA_ANG_XX.wav,AudioWAV\1012_DFA_ANG_XX.wav,1012,DFA,ANG,0,XX,2.703,16000,43243
1012_IEO_ANG_HI.wav,AudioWAV\1012_IEO_ANG_HI.wav,1012,IEO,ANG,0,HI,2.135,16000,34167
1012_IEO_ANG_LO.wav,AudioWAV\1012_IEO_ANG_LO.wav,1012,IEO,ANG,0,LO,2.202,16000,35235
1012_IEO_ANG_MD.wav,AudioWAV\1012_IEO_ANG_MD.wav,1012,IEO,ANG,0,MD,2.269,16000,36303
1012_IOM_ANG_XX.wav,AudioWAV\1012_IOM_ANG_XX.wav,1012,IOM,ANG,0,XX,2.069,16000,33100
1012_ITH_ANG_XX.wav,AudioWAV\1012_ITH_ANG_XX.wav,1012,ITH,ANG,0,XX,2.936,16000,46980
1012_ITS_ANG_XX.wav,AudioWAV\1012_ITS_ANG_XX.wav,1012,ITS,ANG,0,XX,2.903,16000,46446
1012_IWL_ANG_XX.wav,AudioWAV\1012_IWL_ANG_XX.wav,1012,IWL,ANG,0,XX,2.636,16000,42175
1012_IWW_ANG_XX.wav,AudioWAV\1012_IWW_ANG_XX.wav,1012,IWW,ANG,0,XX,2.336,16000,37371
1012_MTI_ANG_XX.wav,AudioWAV\1012_MTI_ANG_XX.wav,1012,MTI,ANG,0,XX,2.402,16000,38438
1012_TAI_ANG_XX.wav,AudioWAV\1012_TAI_ANG_XX.wav,1012,TAI,ANG,0,XX,2.336,16000,37371
1012_TIE_ANG_XX.wav,AudioWAV\1012_TIE_ANG_XX.wav,1012,TIE,ANG,0,XX,2.803,16000,44845
1012_TSI_ANG_XX.wav,AudioWAV\1012_TSI_ANG_XX.wav,1012,TSI,ANG,0,XX,2.436,16000,38972
1012_WSI_ANG_XX.wav,AudioWAV\1012_WSI_ANG_XX.wav,1012,WSI,ANG,0,XX,2.469,16000,39506
1013_DFA_ANG_XX.wav,AudioWAV\1013_DFA_ANG_XX.wav,1013,DFA,ANG,0,XX,2.736,16000,43777
1013_IEO_ANG_HI.wav,AudioWAV\1013_IEO_ANG_HI.wav,1013,IEO,ANG,0,HI,2.936,16000,46980
1013_IEO_ANG_LO.wav,AudioWAV\1013_IEO_ANG_LO.wav,1013,IEO,ANG,0,LO,1.668,16000,26693
1013_IEO_ANG_MD.wav,AudioWAV\1013_IEO_ANG_MD.wav,1013,IEO,ANG,0,MD,1.835,16000,29363
1013_IOM_ANG_XX.wav,AudioWAV\1013_IOM_ANG_XX.wav,1013,IOM,ANG,0,XX,2.469,16000,39506
1013_ITH_ANG_XX.wav,AudioWAV\1013_ITH_ANG_XX.wav,1013,ITH,ANG,0,XX,2.903,16000,46446
1013_ITS_ANG_XX.wav,AudioWAV\1013_ITS_ANG_XX.wav,1013,ITS,ANG,0,XX,2.636,16000,42175
1013_IWL_ANG_XX.wav,AudioWAV\1013_IWL_ANG_XX.wav,1013,IWL,ANG,0,XX,2.869,16000,45912
1013_IWW_ANG_XX.wav,AudioWAV\1013_IWW_ANG_XX.wav,1013,IWW,ANG,0,XX,2.169,16000,34701
1013_MTI_ANG_XX.wav,AudioWAV\1013_MTI_ANG_XX.wav,1013,MTI,ANG,0,XX,2.769,16000,44311
1013_TAI_ANG_XX.wav,AudioWAV\1013_TAI_ANG_XX.wav,1013,TAI,ANG,0,XX,2.736,16000,43777
1013_TIE_ANG_XX.wav,AudioWAV\1013_TIE_ANG_XX.wav,1013,TIE,ANG,0,XX,3.537,16000,56590
1013_TSI_ANG_XX.wav,AudioWAV\1013_TSI_ANG_XX.wav,1013,TSI,ANG,0,XX,2.369,16000,37904
1013_WSI_ANG_XX.wav,AudioWAV\1013_WSI_ANG_XX.wav,1013,WSI,ANG,0,XX,3.103,16000,49650
1014_DFA_ANG_XX.wav,AudioWAV\1014_DFA_ANG_XX.wav,1014,DFA,ANG,0,XX,2.369,16000,37904
1014_IEO_ANG_HI.wav,AudioWAV\1014_IEO_ANG_HI.wav,1014,IEO,ANG,0,HI,2.769,16000,44311
1014_IEO_ANG_LO.wav,AudioWAV\1014_IEO_ANG_LO.wav,1014,IEO,ANG,0,LO,2.202,16000,35235
1014_IEO_ANG_MD.wav,AudioWAV\1014_IEO_ANG_MD.wav,1014,IEO,ANG,0,MD,2.836,16000,45379
1014_IOM_ANG_XX.wav,AudioWAV\1014_IOM_ANG_XX.wav,1014,IOM,ANG,0,XX,3.27,16000,52319
1014_ITH_ANG_XX.wav,AudioWAV\1014_ITH_ANG_XX.wav,1014,ITH,ANG,0,XX,3.57,16000,57124
1014_ITS_ANG_XX.wav,AudioWAV\1014_ITS_ANG_XX.wav,1014,ITS,ANG,0,XX,2.769,16000,44311
1014_IWL_ANG_XX.wav,AudioWAV\1014_IWL_ANG_XX.wav,1014,IWL,ANG,0,XX,3.837,16000,61395
1014_IWW_ANG_XX.wav,AudioWAV\1014_IWW_ANG_XX.wav,1014,IWW,ANG,0,XX,2.703,16000,43243
1014_MTI_ANG_XX.wav,AudioWAV\1014_MTI_ANG_XX.wav,1014,MTI,ANG,0,XX,3.403,16000,54454
1014_TAI_ANG_XX.wav,AudioWAV\1014_TAI_ANG_XX.wav,1014,TAI,ANG,0,XX,3.003,16000,48048
1014_TIE_ANG_XX.wav,AudioWAV\1014_TIE_ANG_XX.wav,1014,TIE,ANG,0,XX,3.237,16000,51785
1014_TSI_ANG_XX.wav,AudioWAV\1014_TSI_ANG_XX.wav,1014,TSI,ANG,0,XX,2.97,16000,47514
1014_WSI_ANG_XX.wav,AudioWAV\1014_WSI_ANG_XX.wav,1014,WSI,ANG,0,XX,3.036,16000,48582
1015_DFA_ANG_XX.wav,AudioWAV\1015_DFA_ANG_XX.wav,1015,DFA,ANG,0,XX,2.276,16000,36409
1015_IEO_ANG_HI.wav,AudioWAV\1015_IEO_ANG_HI.wav,1015,IEO,ANG,0,HI,2.202,16000,35235
1015_IEO_ANG_LO.wav,AudioWAV\1015_IEO_ANG_LO.wav,1015,IEO,ANG,0,LO,2.169,16000,34701
1015_IEO_ANG_MD.wav,AudioWAV\1015_IEO_ANG_MD.wav,1015,IEO,ANG,0,MD,3.003,16000,48048
1015_IOM_ANG_XX.wav,AudioWAV\1015_IOM_ANG_XX.wav,1015,IOM,ANG,0,XX,2.603,16000,41642
1015_ITH_ANG_XX.wav,AudioWAV\1015_ITH_ANG_XX.wav,1015,ITH,ANG,0,XX,2.803,16000,44845
1015_ITS_ANG_XX.wav,AudioWAV\1015_ITS_ANG_XX.wav,1015,ITS,ANG,0,XX,2.436,16000,38972
1015_IWL_ANG_XX.wav,AudioWAV\1015_IWL_ANG_XX.wav,1015,IWL,ANG,0,XX,3.07,16000,49116
1015_IWW_ANG_XX.wav,AudioWAV\1015_IWW_ANG_XX.wav,1015,IWW,ANG,0,XX,1.969,16000,31498
1015_MTI_ANG_XX.wav,AudioWAV\1015_MTI_ANG_XX.wav,1015,MTI,ANG,0,XX,2.636,16000,42175
1015_TAI_ANG_XX.wav,AudioWAV\1015_TAI_ANG_XX.wav,1015,TAI,ANG,0,XX,2.603,16000,41642
1015_TIE_ANG_XX.wav,AudioWAV\1015_TIE_ANG_XX.wav,1015,TIE,ANG,0,XX,3.036,16000,48582
1015_TSI_ANG_XX.wav,AudioWAV\1015_TSI_ANG_XX.wav,1015,TSI,ANG,0,XX,2.936,16000,46980
